,facname,zipcode,boro,cd,latitude,longitude,geometry,index_right,PUMA,Shape_Leng,Shape_Area
156,PARK SLOPE FAMILY HEALTH CENTER,11215,BROOKLYN,306,40.6674327478,-73.9902279984,POINT (-73.99022655835043 40.66742450021245),27,4005,95462.4834828,114514600.094
157,35TH STREET HEALTH CENTER,10018,MANHATTAN,105,40.7530094801,-73.9924409232,POINT (-73.99243947666518 40.75300121521123),16,3807,71863.8360436,85622064.5857
158,WOODHULL MEDICAL & MENTAL HEALTH CENTER,11206,BROOKLYN,303,40.6995762326,-73.9423880587,POINT (-73.94238663144121 40.69956797649719),24,4002,44917.4130232,70686985.4608
159,FORDHAM NURSING AND REHABILITATION CENTER,10463,BRONX,208,40.870418535,-73.9038783324,POINT (-73.9038769068941 40.87041024492385),0,3701,53227.1136077,97928516.6801
160,HEALTH CARE FOR THE HOMELESS CENTER,10030,MANHATTAN,110,40.8139513638,-73.943918762,POINT (-73.94391732759263 40.81394308595088),12,3803,38111.6886704,39843953.7438
161,OUTREACH PROJECT-BELLPORT OP,11418,QUEENS,409,40.7002527975,-73.8319922886,POINT (-73.83199089746856 40.700244537002),51,4111,56320.396492,132524480.546
162,NYU LANGONE PERLMUTTER CANCER CENTER - REGO PARK,11374,QUEENS,406,40.7291964552,-73.858335537,POINT (-73.85833413466787 40.72918819035976),48,4108,37999.6381715,77765102.8446
163,ASTOR SERVICES FOR CHILDREN & FAMILIES,10452,BRONX,204,40.842542437,-73.9211442291,POINT (-73.92114279954927 40.84253415181939),7,3708,35002.7055809,55881067.7537
164,APICHA COMMUNITY HEALTH CENTER,10013,MANHATTAN,101,40.718651,-74.002434,POINT (-74.00243255285983 40.71864274241517),19,3810,122526.958548,81024704.0028
165,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,11367,QUEENS,408,40.7288354717,-73.8231005221,POINT (-73.82309913156585 40.72882720524351),46,4106,79842.9340986,207308619.71
166,ROCKLAND OUTREACH CENTER OP,11435,QUEENS,408,40.7083599923,-73.8187369037,POINT (-73.81873551496416 40.70835173026536),46,4106,79842.9340986,207308619.71
167,THE CHILD CENTER OF NY INC,11432,QUEENS,412,40.7046376671,-73.7961983496,POINT (-73.79619696928894 40.70462940498932),52,4112,72793.6040684,260049220.98
168,CHN-LONG ISLAND CITY HEALTH CENTER,11106,QUEENS,401,40.7593373942,-73.9368023674,POINT (-73.93680093799763 40.75932912595643),41,4101,76015.2039665,143819416.07
169,THE FLOATING HOSPITAL INC,10451,BRONX,204,40.821653531,-73.927571733,POINT (-73.92757030375965 40.82164525094703),7,3708,35002.7055809,55881067.7537
170,MEMORIAL SLOAN KETTERING BROOKLYN INFUSION CENTER,11217,BROOKLYN,302,40.6850158687,-73.9789143192,POINT (-73.97891288140984 40.68500761666585),26,4004,73010.0956282,86682052.0213
171,AUBURN FAMILY ASSESSMENT CENTER,11205,BROOKLYN,302,40.6950722509,-73.9766397691,POINT (-73.97663833165207 40.69506399682665),26,4004,73010.0956282,86682052.0213
172,HILLSIDE CERTIFIED HOME CARE AGENCY,10469,BRONX,212,40.8741891531,-73.8374524004,POINT (-73.83745099664881 40.87418085978546),2,3703,305269.138803,267643637.839
173,SPRINGFIELD DIALYSIS CENTER,11413,QUEENS,413,40.6790637942,-73.7532975729,POINT (-73.75329620682817 40.67905553549036),45,4105,206027.45579,550135981.616
174,MONTEFIORE HUTCHINSON CAMPUS,10461,BRONX,211,40.8527431182,-73.8391285876,POINT (-73.83912718392362 40.85273482810109),3,3704,47970.2030233,106216908.278
175,"ACMH, INC",10018,MANHATTAN,104,40.7545054563,-73.9921885744,POINT (-73.9921871276116 40.75449719102372),16,3807,71863.8360436,85622064.5857
176,IS45 EDUCATIONAL CAMPUS,10035,MANHATTAN,111,40.7992195908,-73.933720822,POINT (-73.93371939106841 40.79921131410276),13,3804,62599.5024685,64612123.1374
177,OHEL CHILDREN'S HOME AND FAMILY SERVICES INC.,11230,BROOKLYN,314,40.6185332589,-73.9615336756,POINT (-73.96153224683339 40.61852501986311),37,4015,50007.9713088,81045770.1741
178,MT. SINAI WEST MMD,10025,MANHATTAN,109,40.8056977093,-73.9614766787,POINT (-73.96147523931084 40.80568943314059),11,3802,37927.824564,46903009.3879
179,METHODIST HOME FOR NURSING AND REHABILITATION,10471,BRONX,208,40.8904441374,-73.9031628061,POINT (-73.90316138029375 40.890435842912),0,3701,53227.1136077,97928516.6801
180,FORDHAM-TREMONT COMM MNTL HEALTH CENTER,10453,BRONX,205,40.8519902907,-73.9045787326,POINT (-73.90457730774335 40.85198200395985),6,3707,37374.595308,42281071.5105
181,BROADWAY CLINIC,10034,MANHATTAN,112,40.8661576323,-73.926372895,POINT (-73.92637146261076 40.86614934274792),10,3801,62589.0551493,81247268.6263
182,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,10065,MANHATTAN,108,40.7643952775,-73.9568523544,POINT (-73.9568509187938 40.76438700966345),14,3805,54449.5033787,55222267.9563
183,MEMORIAL SLOAN KETTERING COUNSELING CENTER,10022,MANHATTAN,106,40.7589044677,-73.9697451452,POINT (-73.96974370541068 40.75889620069309),17,3808,43083.5505189,44952037.8009
184,CHN MOBILE VAN V,11435,QUEENS,412,40.6969311178,-73.8058872609,POINT (-73.80588587733881 40.69692285790379),52,4112,72793.6040684,260049220.98
185,P. S. 142,10002,MANHATTAN,103,40.7182503008,-73.984063218,POINT (-73.98406177646105 40.71824204290324),18,3809,36351.6176183,48695493.6207
186,14 PENN DENTAL CENTER,10122,MANHATTAN,105,40.751863574,-73.9917065504,POINT (-73.99170510377427 40.75185530904236),16,3807,71863.8360436,85622064.5857
187,"ELMHURST CARE CENTER, INC",11369,QUEENS,403,40.7690444231,-73.870125537,POINT (-73.87012412859522 40.76903615016829),42,4102,64416.9369837,117155733.277
188,HIGHBRIDGE WOODYCREST CENTER,10452,BRONX,204,40.8305499611,-73.9291173056,POINT (-73.92911587403873 40.8305416792169),7,3708,35002.7055809,55881067.7537
189,"BRIDGING ACCESS TO CARE, INC. OP",11226,BROOKLYN,314,40.650772585,-73.9567806245,POINT (-73.95677919579461 40.65076433905254),33,4011,34953.4245338,47617950.8156
190,CARE FOR THE HOMELESS,10453,BRONX,205,40.8506037992,-73.910687744,POINT (-73.91068631765683 40.85059551187074),6,3707,37374.595308,42281071.5105
191,NYU LANGONE PERLMUTTER CANCER CENTER-34TH STREET,10016,MANHATTAN,106,40.7457106211,-73.9788250841,POINT (-73.97882364216275 40.74570235766793),17,3808,43083.5505189,44952037.8009
192,HAVEN DIALYSIS,10032,MANHATTAN,112,40.8434245156,-73.9432852935,POINT (-73.94328385741461 40.84341623121662),10,3801,62589.0551493,81247268.6263
193,BETH ISRAEL MEDICAL CENTER,10009,MANHATTAN,103,40.7230768972,-73.9853245559,POINT (-73.98532311357222 40.72306863798072),18,3809,36351.6176183,48695493.6207
194,DENTAL CENTER AT NORTH CENTRAL BRONX HOSPITAL,10467,BRONX,207,40.8804599371,-73.881092752,POINT (-73.88109133304263 40.88045164388618),5,3706,51826.0737093,43886930.6821
195,CITADEL RENAL CENTER LLC,10468,BRONX,207,40.8682050259,-73.9021506281,POINT (-73.90214920275953 40.86819673579085),5,3706,51826.0737093,43886930.6821
196,RICHMOND UNIVERSITY MEDICAL CENTER OP1,10310,STATEN ISLAND,501,40.6357074761,-74.1059022372,POINT (-74.10590076144246 40.6356992387176),22,3903,153890.524919,376477826.274
197,BRONX DIALYSIS CENTER,10461,BRONX,211,40.8450773579,-73.8459909304,POINT (-73.84598952497213 40.84506906978206),3,3704,47970.2030233,106216908.278
198,BRONXCARE LIFE RECOVERY CR,10456,BRONX,203,40.8314063787,-73.9032190446,POINT (-73.9032176223639 40.83139809561181),4,3705,68697.5999192,122483690.262
199,PREFERRED CERTIFIED,10463,MANHATTAN,208,40.8751774953,-73.9094847809,POINT (-73.90948335309315 40.87516920333531),10,3801,62589.0551493,81247268.6263
200,IDA G ISRAEL COMMUNITY HEALTH CENTER,11224,BROOKLYN,313,40.5759989105,-73.985207584,POINT (-73.98520615034495 40.57599068016949),40,4018,76220.7229706,96030474.3336
201,BETH ISRAEL MEDICAL CENTER,11215,BROOKLYN,306,40.6722319633,-73.9968962084,POINT (-73.99689476519397 40.6722237139787),27,4005,95462.4834828,114514600.094
202,ARTC BUSHWICK MMTP OTP,11201,BROOKLYN,302,40.6970428267,-73.9857903927,POINT (-73.98578895124214 40.69703457287417),26,4004,73010.0956282,86682052.0213
203,CENTER FOR HEARING AND COMMUNICATION,10004,MANHATTAN,101,40.7062323411,-74.012432875,POINT (-74.01243142463876 40.70622408591056),19,3810,122526.958548,81024704.0028
204,NEW YORK EYE & EAR OUTPATIENT CENTER,10003,MANHATTAN,106,40.7324056382,-73.9845185508,POINT (-73.98451710776027 40.7323973766354),17,3808,43083.5505189,44952037.8009
205,SI BEHAVIORAL NETWORK INC,10312,STATEN ISLAND,503,40.5444316089,-74.1614474305,POINT (-74.16144594314824 40.54442339128139),20,3901,189931.874969,571035855.977
206,M S 51- ALEXANDER,11215,BROOKLYN,306,40.6722089565,-73.9846181095,POINT (-73.98461666979217 40.67220070712504),27,4005,95462.4834828,114514600.094
207,WEILL CORNELL IMAGING AT NYP-55 ST,10022,MANHATTAN,106,40.7561233257,-73.9629666245,POINT (-73.96296518679839 40.75611505968376),17,3808,43083.5505189,44952037.8009
208,FMS-BAYSIDE DIALYSIS CENTER,11361,QUEENS,411,40.7573483446,-73.7816069347,POINT (-73.78160555529556 40.75734007139484),44,4104,104978.089545,260047824.698
209,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,10458,BRONX,205,40.8619732996,-73.8968130411,POINT (-73.89681161825806 40.86196501019099),5,3706,51826.0737093,43886930.6821
210,PRIMARY CARE CLINIC,10305,STATEN ISLAND,502,40.5829161556,-74.0859569883,POINT (-74.08595552167972 40.5829079276853),21,3902,153372.622901,675481898.963
211,P S 64,10009,MANHATTAN,103,40.7237671852,-73.981723206,POINT (-73.98172176465266 40.72375892580062),18,3809,36351.6176183,48695493.6207
212,WOMEN'S MEDICAL CENTER AT CORONA,11373,QUEENS,404,40.7347984853,-73.8643645948,POINT (-73.86436319059014 40.73479021993312),47,4107,100417.206182,107515663.696
213,SOUTH BRONX HEALTH CENTER,10459,BRONX,203,40.8207057536,-73.9015999356,POINT (-73.90159851417245 40.8206974724463),4,3705,68697.5999192,122483690.262
214,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,10314,STATEN ISLAND,502,40.6007405337,-74.1923653501,POINT (-74.19236384859148 40.60073230599441),21,3902,153372.622901,675481898.963
215,LAPROVIDENCIA FAMILY HEALTH CENTER,11221,BROOKLYN,304,40.69725495,-73.9257975141,POINT (-73.92579609259938 40.69724669370399),24,4002,44917.4130232,70686985.4608
216,MOUNT SINAI MORNINGSIDE IP,10025,MANHATTAN,109,40.8056977093,-73.9614766787,POINT (-73.96147523931084 40.80568943314059),11,3802,37927.824564,46903009.3879
217,THE YALDEINU SCHOOL,11204,BROOKLYN,311,40.6224989127,-73.9930085975,POINT (-73.99300715928511 40.62249067316725),39,4017,48986.1529273,103016112.076
218,EDEN II SCHOOL FOR AUTISTIC CHILDREN INC,10304,STATEN ISLAND,501,40.6275797025,-74.0768444928,POINT (-74.07684302653844 40.62757146514925),22,3903,153890.524919,376477826.274
219,UNIVERSITY EYE CENTER,10036,MANHATTAN,105,40.7544881197,-73.9821681312,POINT (-73.98216668819055 40.75447985385426),16,3807,71863.8360436,85622064.5857
220,"CHC SURGICAL CENTER, LLC",11201,BROOKLYN,302,40.701933144,-73.9844152699,POINT (-73.98441382899995 40.70192488909847),26,4004,73010.0956282,86682052.0213
221,HEALTH CENTER AT TREMONT,10457,BRONX,206,40.8440813573,-73.8941500364,POINT (-73.8941486162043 40.84407307091019),4,3705,68697.5999192,122483690.262
222,LONG ISLAND JEWISH MEDICAL CENTER OP,11004,QUEENS,413,40.75072843,-73.7107257437,POINT (-73.71072438797232 40.75072015534516),45,4105,206027.45579,550135981.616
223,PROJECT RENEWAL MMW,10014,MANHATTAN,102,40.7282579834,-74.0047930649,POINT (-74.0047916163177 40.72824972397571),19,3810,122526.958548,81024704.0028
224,RIVERDALE MENTAL HEALTH ASSOCIATION OP,10471,BRONX,208,40.9062485775,-73.9037718641,POINT (-73.90377043649305 40.90624027996372),0,3701,53227.1136077,97928516.6801
225,BEDFORD MEDICAL FAMILY HEALTH CENTER INC,11249,BROOKLYN,301,40.703534607,-73.9620838579,POINT (-73.96208242384063 40.70352635062531),23,4001,73897.4959714,114906677.762
226,"PRIME HOME HEALTH SERVICES, LLC",11235,BROOKLYN,315,40.5843418232,-73.9345670691,POINT (-73.93456565188691 40.58433358882095),38,4016,109480.188237,120716882.065
227,THE CITADEL REHAB AND NURSING CENTER AT KINGSBRIDGE,10463,BRONX,208,40.8802046487,-73.8980770206,POINT (-73.89807559618926 40.8801963554051),0,3701,53227.1136077,97928516.6801
228,MOBILE DENTAL UNIT,10027,MANHATTAN,110,40.8077571894,-73.9469387591,POINT (-73.94693732351638 40.80774891157937),12,3803,38111.6886704,39843953.7438
229,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 2,10035,MANHATTAN,111,40.806203987,-73.9410174349,POINT (-73.94101600159026 40.8061957099909),13,3804,62599.5024685,64612123.1374
230,BRIAH HOME CARE,10466,BRONX,212,40.8819207339,-73.839584757,POINT (-73.83958335100489 40.88191243904956),1,3702,106167.592328,188993662.687
231,HAZELDEN/NEW YORK OP,10001,MANHATTAN,105,40.7472083941,-73.9966157277,POINT (-73.99661427973334 40.74720013088748),16,3807,71863.8360436,85622064.5857
232,EAST NEW YORK CLINIC OTP,11201,BROOKLYN,302,40.6970428267,-73.9857903927,POINT (-73.98578895124214 40.69703457287417),26,4004,73010.0956282,86682052.0213
233,HORIZON CARE CENTER,11692,QUEENS,414,40.5925783571,-73.7935957716,POINT (-73.79359439919379 40.59257011673055),54,4114,402487.073726,310522670.444
234,NYU LANGONE AMBULATORY CARE SERVICES,10010,MANHATTAN,106,40.7371682851,-73.9799589068,POINT (-73.979957466044 40.73716002253748),17,3808,43083.5505189,44952037.8009
235,NEW YORK UNIVERSITY,10016,MANHATTAN,106,40.7391058076,-73.9751192557,POINT (-73.97511781569598 40.73909754526689),17,3808,43083.5505189,44952037.8009
236,BAY PLAZA PRIMARY CARE CENTER,10475,BRONX,210,40.8687372128,-73.8254763543,POINT (-73.82547495440662 40.86872891931956),2,3703,305269.138803,267643637.839
237,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,11040,QUEENS,413,40.7556067584,-73.7075376531,POINT (-73.70753629822943 40.7555984830869),45,4105,206027.45579,550135981.616
238,GOOD SHEPHERD SERVICES,11207,BROOKLYN,305,40.6676489608,-73.8930540153,POINT (-73.89305260653845 40.66764071002234),29,4007,44860.7781372,72205366.5338
239,THE BROOKLYN GREEN SCHOOL,11213,BROOKLYN,308,40.6744250285,-73.9282802293,POINT (-73.92827880727947 40.67441677636901),28,4006,42559.3069581,61860727.1531
240,GODDARD RIVERSIDE COMMUNITY CENTER,10030,MANHATTAN,110,40.8178878654,-73.9405795661,POINT (-73.94057813192487 40.8178795868622),12,3803,38111.6886704,39843953.7438
241,"INSTITUTE FOR COMMUNITY LIVING, INC.",11217,BROOKLYN,302,40.687068871,-73.9821772849,POINT (-73.98217584549332 40.68706061915531),26,4004,73010.0956282,86682052.0213
242,QUEENS BOULEVARD EXTENDED CARE FACILITY,11377,QUEENS,402,40.7416940476,-73.9029909897,POINT (-73.90298957219478 40.74168578190914),49,4109,95211.0194607,167050353.269
243,TRIBOROUGH AMBULATORY SURGERY CENTER,10457,BRONX,206,40.8501987153,-73.8934975073,POINT (-73.89349608655669 40.85019042819086),4,3705,68697.5999192,122483690.262
244,THE COALITION FOR BEHAVIORAL HEALTH INC,10038,MANHATTAN,101,40.7093168647,-74.0071369794,POINT (-74.00713553098238 40.70930860852946),19,3810,122526.958548,81024704.0028
245,PARK RIDGE FAMILY HEALTH CENTER,11220,BROOKLYN,307,40.6386292121,-74.0202347995,POINT (-74.02023335098126 40.63862097058493),34,4012,96983.6271364,112208109.35
246,FAIRVIEW ADULT DAY CARE CENTER,11236,BROOKLYN,318,40.6353568635,-73.8890166623,POINT (-73.88901525564098 40.63534861833917),31,4009,368930.937178,343640810.866
247,COLUMBUS CENTER FOR MEDICAL REHABILITATION,10452,BRONX,204,40.8364311887,-73.9227285415,POINT (-73.92272711260516 40.83642290452585),7,3708,35002.7055809,55881067.7537
248,MAPLETON CLINIC TREATMENT PROGRAM,11230,BROOKLYN,312,40.6267487254,-73.9758102015,POINT (-73.97580876756734 40.62674048462252),37,4015,50007.9713088,81045770.1741
249,MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL QUEENS,11372,QUEENS,403,40.7490173234,-73.8844719473,POINT (-73.88447053538646 40.74900905534901),42,4102,64416.9369837,117155733.277
250,BROOKDALE FAMILY CARE CENTER-FLATBUSH,11226,BROOKLYN,314,40.643658274,-73.957384436,POINT (-73.95738300758065 40.64365002893464),32,4010,49993.7073847,85916208.8562
251,JUAN MOREL CAMPOS CAMPUS,11206,BROOKLYN,301,40.7038768663,-73.9534766169,POINT (-73.9534751860226 40.70386860990559),23,4001,73897.4959714,114906677.762
252,NEW YORK-PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,10032,MANHATTAN,112,40.8410030086,-73.9416020793,POINT (-73.94160064297763 40.84099472540175),10,3801,62589.0551493,81247268.6263
253,ISLAND REHABILITATIVE SERVICES,10305,STATEN ISLAND,502,40.5837170895,-74.0871273944,POINT (-74.08712592753216 40.58370886200754),21,3902,153372.622901,675481898.963
254,HENRY J. CARTER SPECIALTY HOSPITAL,10035,MANHATTAN,111,40.8029957871,-73.9411114858,POINT (-73.94111005166492 40.80298751079892),13,3804,62599.5024685,64612123.1374
255,"ODA PRIMARY HEALTH NETWORK, INC.",11249,BROOKLYN,301,40.7091071259,-73.9643863628,POINT (-73.96438492720503 40.70909886815756),23,4001,73897.4959714,114906677.762
256,NY HOTEL TRADES COUNCIL&HOTEL ASSOC OF NYC HEALTH/MIDTOWN CLINIC,10019,MANHATTAN,104,40.7647245184,-73.9884131902,POINT (-73.98841174363143 40.76471625090874),16,3807,71863.8360436,85622064.5857
257,HOUSING WORKS SERVICES II,11201,BROOKLYN,302,40.6925376363,-73.9865290071,POINT (-73.98652756567724 40.69252938318302),26,4004,73010.0956282,86682052.0213
258,CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT SERVICES IN,11201,BROOKLYN,302,40.6912771848,-73.9858621623,POINT (-73.98586072134538 40.69126893164986),26,4004,73010.0956282,86682052.0213
259,METRO COMMUNITY HEALTH CENTERS DOWNTOWN BROOKLYN,11201,BROOKLYN,302,40.690182,-73.986752,POINT (-73.98675055891097 40.6901737478881),26,4004,73010.0956282,86682052.0213
260,YMCA OF GREATER NEW YORK,10312,STATEN ISLAND,503,40.5430681484,-74.1635635266,POINT (-74.16356203830205 40.54305993054373),20,3901,189931.874969,571035855.977
261,MONTEFIORE MEDICAL CENTER,10453,BRONX,205,40.8540962479,-73.9067472828,POINT (-73.90674585723966 40.85408795988279),6,3707,37374.595308,42281071.5105
262,WAYNE CENTER FOR NURSING & REHABILITATION,10467,BRONX,207,40.8815831914,-73.8767862297,POINT (-73.87678481223273 40.88157489722195),5,3706,51826.0737093,43886930.6821
263,PS 38 PACIFIC,11217,BROOKLYN,302,40.6849620806,-73.982817455,POINT (-73.98281601541755 40.68495382877007),26,4004,73010.0956282,86682052.0213
264,THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC,10459,BRONX,202,40.8220063016,-73.8963059627,POINT (-73.8963045419178 40.82199801934959),9,3710,90067.9543636,137760289.541
265,BROADWAY FAMILY HEALTH CENTER,11221,BROOKLYN,303,40.6915971862,-73.9261574131,POINT (-73.92615599157494 40.6915889305719),25,4003,44724.5004612,64036724.4504
266,DORAL MEDICAL AND MULTISPECIALTY FACILITY,11212,BROOKLYN,316,40.6705169015,-73.9067653306,POINT (-73.90676391580361 40.6705086505136),29,4007,44860.7781372,72205366.5338
267,MAX MELTZER HEALTH & SERVICE CENTER,10009,MANHATTAN,103,40.7230438694,-73.9870000237,POINT (-73.9869985798444 40.72303560967044),18,3809,36351.6176183,48695493.6207
268,ST VINCENT'S SERVICES INC,11201,BROOKLYN,302,40.6896831177,-73.9906924309,POINT (-73.99069098919171 40.68967486524244),26,4004,73010.0956282,86682052.0213
269,"EXPONENTS, INC. OP",10004,MANHATTAN,101,40.7055306631,-74.0159772426,POINT (-74.01597579148938 40.70552240861098),19,3810,122526.958548,81024704.0028
270,"CARNEGIE HILL INSTITUTE, INC. OTP",10128,MANHATTAN,108,40.7835118351,-73.9538095362,POINT (-73.95380810002941 40.78350356350541),14,3805,54449.5033787,55222267.9563
271,BROOKDALE HOSPITAL OP,11213,BROOKLYN,303,40.6784396607,-73.937367399,POINT (-73.93736597431931 40.67843140898096),28,4006,42559.3069581,61860727.1531
272,BROOKLYN BUREAU OF COMMUNITY SERVICE,11212,BROOKLYN,316,40.6696720952,-73.9053516557,POINT (-73.90535024209738 40.66966384328625),29,4007,44860.7781372,72205366.5338
273,HOMECREST DISTRICT HEALTH CENTER,11229,BROOKLYN,315,40.6038656055,-73.9561334222,POINT (-73.95613199577575 40.60385736856324),38,4016,109480.188237,120716882.065
274,"BALTIC STREET AEH, INC",11213,BROOKLYN,308,40.6713024516,-73.9411684131,POINT (-73.9411669880193 40.67129420090161),28,4006,42559.3069581,61860727.1531
275,PLAZA DEL CASTILO HEALTH CENTER,10460,BRONX,203,40.8332719165,-73.8906422166,POINT (-73.89064079722834 40.83326363302785),4,3705,68697.5999192,122483690.262
276,"CHILD CENTER OF NY, INC. OP",11375,QUEENS,406,40.7152680358,-73.8306133229,POINT (-73.83061192997017 40.71525977272626),48,4108,37999.6381715,77765102.8446
277,FOREST VIEW CENTER FOR REHABILITATION & NURSING,11375,QUEENS,406,40.7217542769,-73.8415528649,POINT (-73.84155146820763 40.72174601301739),48,4108,37999.6381715,77765102.8446
